bin.chrom	bin.start.chrompos	bin.start.abspos	bin.end.chrompos	bin.length	mappable.positions	gc.content
chr3	6970016	499420010	7523926	553910	1257	0.372769271598
chr3	7523926	499973920	8065383	541457	1257	0.391457878543
chr3	8065383	500515377	8636491	571108	1257	0.408408902679
chr3	8636491	501086485	9190962	554471	1257	0.444669884142
chr3	9190962	501640956	9739858	548896	1257	0.441986383602
chr3	9739858	502189852	10293966	554108	1257	0.479541028931
chr3	10293966	502743960	10849064	555098	1257	0.486275421141
chr3	10849064	503299058	11390059	540995	1257	0.464389755192
chr3	11390059	503840053	11955978	565919	1257	0.440408538309
chr3	11955978	504405972	12531321	575343	1257	0.413131969743
chr3	12531321	504981315	13092005	560684	1257	0.486586942758
chr3	13092005	505541999	13592592	500587	1257	0.518843839645
chr3	13592592	506042586	14174955	582363	1257	0.468778976722
chr3	14174955	506624949	14699559	524604	1257	0.494589262397
chr3	14699559	507149553	15260385	560826	1257	0.447599705435
chr3	15260385	507710379	15798698	538313	1257	0.425168210375
chr3	15798698	508248692	16340654	541956	1257	0.412610225534
chr3	16340654	508790648	16880221	539567	1257	0.414062731667
chr3	16880221	509330215	17474327	594106	1257	0.384395403522
chr3	17474327	509924321	18067257	592930	1257	0.383508367753
chr3	18067257	510517251	18654877	587620	1257	0.371794064542
chr3	18654877	511104871	19265604	610727	1257	0.370141863481
chr3	19265604	511715598	19872986	607382	1257	0.370718311181
chr3	19872986	512322980	20457524	584538	1257	0.393912125624
chr3	20457524	512907518	21061234	603710	1257	0.367125992404
chr3	21061234	513511228	21649705	588471	1257	0.365801601436
chr3	21649705	514099699	22249785	600080	1257	0.364109178594
chr3	22249785	514699779	22841706	591921	1257	0.365132568142
chr3	22841706	515291700	23428096	586390	1257	0.385150863502
chr3	23428096	515878090	23991031	562935	1257	0.40957941933
chr3	23991031	516441025	24560945	569914	1257	0.393355149452
chr3	24560945	517010939	25142798	581853	1257	0.375032224579
chr3	25142798	517592792	25689386	546588	1257	0.393266238435
chr3	25689386	518139380	26260105	570719	1257	0.383026703112
chr3	26260105	518710099	26856338	596233	1257	0.381980900116
chr3	26856338	519306332	27444009	587671	1257	0.380756612532
chr3	27444009	519894003	28040207	596198	1257	0.400906408766
chr3	28040207	520490201	28614829	574622	1257	0.36857905096
chr3	28614829	521064823	29196459	581630	1257	0.37649987707
chr3	29196459	521646453	29763862	567403	1257	0.366673481329
chr3	29763862	522213856	30350419	586557	1257	0.367595361414
chr3	30350419	522800413	30894771	544352	1257	0.381469377408
chr3	30894771	523344765	31444462	549691	1257	0.395656112878
chr3	31444462	523894456	32010146	565684	1257	0.405105314795
chr3	32010146	524460140	32568244	558098	1257	0.43208821374
chr3	32568244	525018238	33097163	528919	1257	0.434629055434
chr3	33097163	525547157	33646637	549474	1257	0.404580736157
chr3	33646637	526096631	34250749	604112	1257	0.394396412592
chr3	34250749	526700743	34836140	585391	1257	0.379441468281
chr3	34836140	527286134	35414035	577895	1257	0.360182454975
chr3	35414035	527864029	36002975	588940	1257	0.363827616009
chr3	36002975	528452969	36573023	570048	1257	0.378448168491
chr3	36573023	529023017	37115036	542013	1257	0.415633175527
chr3	37115036	529565030	37661178	546142	1257	0.416493482476
chr3	37661178	530111172	38183539	522361	1257	0.458264575141
chr3	38183539	530633533	38729503	545964	1257	0.445766670025
chr3	38729503	531179497	39258518	529015	1257	0.429852783281
chr3	39258518	531708512	39836551	578033	1257	0.411320095358
chr3	39836551	532286545	40404268	567717	1257	0.403138530045
chr3	40404268	532854262	40922191	517923	1257	0.418949498382
chr3	40922191	533372185	41460956	538765	1257	0.413641543824
chr3	41460956	533910950	42058815	597859	1257	0.394870036463
chr3	42058815	534508809	42587869	529054	1257	0.448000680459
chr3	42587869	535037863	43173811	585942	1257	0.447499159475
chr3	43173811	535623805	43745209	571398	1257	0.411315035553
chr3	43745209	536195203	44289036	543827	1257	0.431060923674
chr3	44289036	536739030	44854819	565783	1257	0.417240501676
chr3	44854819	537304813	45378198	523379	1257	0.454835874508
chr3	45378198	537828192	45929700	551502	1257	0.433633180599
chr3	45929700	538379694	46472011	542311	1257	0.43274904483
chr3	46472011	538922005	47028498	556487	1257	0.477149552192
chr3	47028498	539478492	47563095	534597	1257	0.457235156136
chr3	47563095	540013089	48086565	523470	1257	0.440754120095
chr3	48086565	540536559	48593121	506556	1257	0.475523978545
chr3	48593121	541043115	49112636	519515	1257	0.493020426705
chr3	49112636	541562630	49617661	505025	1257	0.488507522385
chr3	49617661	542067655	50167231	549570	1257	0.490004021318
chr3	50167231	542617225	50691885	524654	1257	0.560354899887
chr3	50691885	543141879	51277814	585929	1257	0.395412421279
chr3	51277814	543727808	51812963	535149	1257	0.452902924414
chr3	51812963	544262957	52354076	541113	1257	0.502592799299
chr3	52354076	544804070	52871390	517314	1257	0.49264374704
chr3	52871390	545321384	53421206	549816	1257	0.459463785223
chr3	53421206	545871200	53969449	548243	1257	0.43739466369
chr3	53969449	546419443	54516960	547511	1257	0.423603500928
chr3	54516960	546966954	55040315	523355	1257	0.426554773424
chr3	55040315	547490309	55575797	535482	1257	0.41299910548
chr3	55575797	548025791	56105856	530059	1257	0.409912085424
chr3	56105856	548555850	56645803	539947	1257	0.399632927615
chr3	56645803	549095797	57183453	537650	1257	0.431175613921
chr3	57183453	549633447	57767416	583963	1257	0.405218472372
chr3	57767416	550217410	58294168	526752	1257	0.444246164711
chr3	58294168	550744162	58860237	566069	1257	0.438661296306
chr3	58860237	551310231	59419852	559615	1257	0.389109675206
chr3	59419852	551869846	59960497	540645	1257	0.408220906101
chr3	59960497	552410491	60503912	543415	1257	0.384640439886
chr3	60503912	552953906	61066107	562195	1257	0.385935079234
chr3	61066107	553516101	61621703	555596	1257	0.401850621944
chr3	61621703	554071697	62149023	527320	1257	0.404766736011
chr3	62149023	554599017	62692911	543888	1257	0.404887762025
chr3	62692911	555142905	63249856	556945	1257	0.390659058508
chr3	63249856	555699850	63826636	576780	1257	0.389894951463
chr3	63826636	556276630	64393191	566555	1257	0.412179908076
chr3	64393191	556843185	64948153	554962	1257	0.404344073389
chr3	64948153	557398147	65509259	561106	1257	0.39667656971
chr3	65509259	557959253	66064057	554798	1257	0.406687827483
chr3	66064057	558514051	66713589	649532	1257	0.421064795017
chr3	66713589	559163583	67271149	557560	1257	0.391845914617
chr3	67271149	559721143	67837301	566152	1257	0.390730067667
chr3	67837301	560287295	68383009	545708	1257	0.380105514111
chr3	68383009	560833003	68928508	545499	1257	0.388091659028
chr3	68928508	561378502	69477640	549132	1257	0.407369435091
chr3	69477640	561927634	70030341	552701	1257	0.394934340748
chr3	70030341	562480335	70619297	588956	1257	0.373446618344
chr3	70619297	563069291	71186013	566716	1257	0.387161493303
chr3	71186013	563636007	71723415	537402	1257	0.416998044298
chr3	71723415	564173409	72263779	540364	1257	0.436203307024
chr3	72263779	564713773	72798249	534470	1257	0.450537073106
chr3	72798249	565248243	73336418	538169	1257	0.415794265752
chr3	73336418	565786412	73878839	542421	1257	0.408954651544
chr3	73878839	566328833	74445423	566584	1257	0.374868731082
chr3	74445423	566895417	75020717	575294	1257	0.367004754083
chr3	75020717	567470711	75850196	829479	1257	0.419029994695
chr3	75850196	568300190	76466137	615941	1257	0.356622863841
chr3	76466137	568916131	77049359	583222	1257	0.357410458778
chr3	77049359	569499353	77642273	592914	1257	0.358272264996
chr3	77642273	570092267	78236152	593879	1257	0.363501043982
chr3	78236152	570686146	78846336	610184	1257	0.364420626531
chr3	78846336	571296330	79454527	608191	1257	0.352826081238
chr3	79454527	571904521	80044171	589644	1257	0.349018477219
chr3	80044171	572494165	80649056	604885	1257	0.344911272537
chr3	80649056	573099050	81233169	584113	1257	0.352934529903
chr3	81233169	573683163	81807869	574700	1257	0.357758208181
chr3	81807869	574257863	82421091	613222	1257	0.362383667932
chr3	82421091	574871085	83045868	624777	1257	0.349501743019
chr3	83045868	575495862	83660602	614734	1257	0.340179101564
chr3	83660602	576110596	84298533	637931	1257	0.341379645479
chr3	84298533	576748527	84894468	595935	1257	0.345122630618
chr3	84894468	577344462	85498820	604352	1257	0.343878494853
chr3	85498820	577948814	86109320	610500	1257	0.34123777029
chr3	86109320	578559314	86716811	607491	1257	0.351655659663
chr3	86716811	579166805	87337063	620252	1257	0.359314666757
chr3	87337063	579787057	87965697	628634	1257	0.360644889324
chr3	87965697	580415691	88595656	629959	1257	0.365158105277
chr3	88595656	581045650	89203015	607359	1257	0.351435721812
chr3	89203015	581653009	89816659	613644	1257	0.349579968875
chr3	89816659	582266653	93626021	3809362	1257	0.367771939167
chr3	93626021	586076015	94213429	587408	1257	0.374905730079
chr3	94213429	586663423	94830705	617276	1257	0.353306538232
chr3	94830705	587280699	95454645	623940	1257	0.343026023294
chr3	95454645	587904639	96073936	619291	1257	0.34569153162
chr3	96073936	588523930	96699280	625344	1257	0.354549888462
chr3	96699280	589149274	97276756	577476	1257	0.35405565936
chr3	97276756	589726750	97870888	594132	1257	0.36582044761
chr3	97870888	590320882	98490403	619515	1257	0.379010388755
chr3	98490403	590940397	99098010	607607	1257	0.375485510395
chr3	99098010	591548004	99657300	559290	1257	0.381942495052
chr3	99657300	592107294	100215140	557840	1257	0.394746890243
chr3	100215140	592665134	100777016	561876	1257	0.378894313168
chr3	100777016	593227010	101345365	568349	1257	0.386823260315
chr3	101345365	593795359	101923606	578241	1257	0.395481476614
chr3	101923606	594373600	102568409	644803	1257	0.366984385953
chr3	102568409	595018403	103196453	628044	1257	0.34804193967
chr3	103196453	595646447	103826885	630432	1257	0.344986699618
chr3	103826885	596276879	104418898	592013	1257	0.352544027675
chr3	104418898	596868892	105040650	621752	1257	0.353381487504
chr3	105040650	597490644	105642728	602078	1257	0.360148751244
chr3	105642728	598092722	106268873	626145	1257	0.367508536348
chr3	106268873	598718867	106861474	592601	1257	0.369566758128
chr3	106861474	599311468	107435881	574407	1257	0.38036726508
chr3	107435881	599885875	108007301	571420	1257	0.392979956984
chr3	108007301	600457295	108586444	579143	1257	0.376845827635
chr3	108586444	601036438	109167238	580794	1257	0.398298883427
chr3	109167238	601617232	109759411	592173	1257	0.369487684363
chr3	109759411	602209405	110340841	581430	1257	0.354785004584
chr3	110340841	602790835	110953587	612746	1257	0.369163782116
chr3	110953587	603403581	111549942	596355	1257	0.385813171998
chr3	111549942	603999936	112116420	566478	1257	0.387135268916
chr3	112116420	604566414	112729629	613209	1257	0.385086675038
chr3	112729629	605179623	113308538	578909	1257	0.406855987977
chr3	113308538	605758532	113874247	565709	1257	0.399895706281
chr3	113874247	606324241	114458779	584532	1257	0.382513904262
chr3	114458779	606908773	115072974	614195	1257	0.357556871097
chr3	115072974	607522968	115640164	567190	1257	0.386270233484
chr3	115640164	608090158	116254779	614615	1257	0.372881604124
chr3	116254779	608704773	116801620	546841	1257	0.369757626517
chr3	116801620	609251614	117359114	557494	1257	0.369014968744
chr3	117359114	609809108	117945427	586313	1257	0.363349672701
chr3	117945427	610395421	118520864	575437	1257	0.377456824193
chr3	118520864	610970858	119140872	620008	1257	0.404066715161
chr3	119140872	611590866	119712646	571774	1257	0.400608631017
chr3	119712646	612162640	120285435	572789	1257	0.411648248049
chr3	120285435	612735429	120938274	652839	1257	0.377807732369
chr3	120938274	613388268	121551596	613322	1257	0.385374427504
chr3	121551596	614001590	122147799	596203	1257	0.39974404734
chr3	122147799	614597793	122715680	567881	1257	0.416185052529
chr3	122715680	615165674	123265297	549617	1257	0.463292686921
chr3	123265297	615715291	123834692	569395	1257	0.430247139074
chr3	123834692	616284686	124373024	538332	1257	0.426903050714
chr3	124373024	616823018	124906147	533123	1257	0.449370127775
chr3	124906147	617356141	125512872	606725	1257	0.416415317623
chr3	125512872	617962866	126119732	606860	1257	0.462105819949
chr3	126119732	618569726	126655546	535814	1257	0.468450864571
chr3	126655546	619105540	127195676	540130	1257	0.499971303258
chr3	127195676	619645670	127709254	513578	1257	0.469540226528
chr3	127709254	620159248	128240959	531705	1257	0.483932850109
chr3	128240959	620690953	128768883	527924	1257	0.477204148317
chr3	128768883	621218877	129325520	556637	1257	0.494680564388
chr3	129325520	621775514	129986490	660970	1257	0.438122096128
chr3	129986490	622436484	130539777	553287	1257	0.385920171773
chr3	130539777	622989771	131150095	610318	1257	0.389476650735
chr3	131150095	623600089	131730302	580207	1257	0.387433472134
chr3	131730302	624180296	132297617	567315	1257	0.390546009631
chr3	132297617	624747611	132904675	607058	1257	0.387749790383
chr3	132904675	625354669	133470918	566243	1257	0.420702029514
chr3	133470918	625920912	134034319	563401	1257	0.439714449008
chr3	134034319	626484313	134590629	556310	1257	0.442213078656
chr3	134590629	627040623	135161965	571336	1257	0.431480894813
chr3	135161965	627611959	135710119	548154	1257	0.410075617298
chr3	135710119	628160113	136305762	595643	1257	0.398111959493
chr3	136305762	628755756	136880872	575110	1257	0.410924152033
chr3	136880872	629330866	137514721	633849	1257	0.39320501696
chr3	137514721	629964715	138085501	570780	1257	0.414325284128
chr3	138085501	630535495	138639676	554175	1257	0.428140157639
chr3	138639676	631089670	139211725	572049	1257	0.428511493751
chr3	139211725	631661719	139755559	543834	1257	0.422475567038
chr3	139755559	632205553	140284365	528806	1257	0.424130164691
chr3	140284365	632734359	140853293	568928	1257	0.412974202405
chr3	140853293	633303287	141407378	554085	1257	0.419779601001
chr3	141407378	633857372	141983581	576203	1257	0.41441225677
chr3	141983581	634433575	142568842	585261	1257	0.377678714832
chr3	142568842	635018836	143143973	575131	1257	0.411387298916
chr3	143143973	635593967	143731460	587487	1257	0.385652132469
chr3	143731460	636181454	144315097	583637	1257	0.363764867949
chr3	144315097	636765091	144916112	601015	1257	0.349105514662
chr3	144916112	637366106	145512804	596692	1257	0.348747178197
chr3	145512804	637962798	146131862	619058	1257	0.363362781253
chr3	146131862	638581856	146734520	602658	1257	0.355628970944
chr3	146734520	639184514	147351612	617092	1257	0.362018366762
chr3	147351612	639801606	147940347	588735	1257	0.356125665833
chr3	147940347	640390341	148545662	605315	1257	0.364189943765
chr3	148545662	640995656	149128495	582833	1257	0.390541732294
chr3	149128495	641578489	149703183	574688	1257	0.394261939936
chr3	149703183	642153177	150262037	558854	1257	0.391584579184
chr3	150262037	642712031	150859091	597054	1257	0.411059282646
chr3	150859091	643309085	151424366	565275	1257	0.38142960253
chr3	151424366	643874360	152000135	575769	1257	0.364181878181
chr3	152000135	644450129	152598496	598361	1257	0.366020903734
chr3	152598496	645048490	153152578	554082	1257	0.391531593642
chr3	153152578	645602572	153758713	606135	1257	0.368659838716
chr3	153758713	646208707	154360152	601439	1257	0.372848496941
chr3	154360152	646810146	154976824	616672	1257	0.374553450532
chr3	154976824	647426818	155546536	569712	1257	0.395567592806
chr3	155546536	647996530	156126073	579537	1257	0.404239238842
chr3	156126073	648576067	156735942	609869	1257	0.385014839228
chr3	156735942	649185936	157266587	530645	1257	0.397078278174
chr3	157266587	649716581	157873287	606700	1257	0.38518149797
chr3	157873287	650323281	158478340	605053	1257	0.369530653462
chr3	158478340	650928334	159052766	574426	1257	0.391940142089
chr3	159052766	651502760	159619364	566598	1257	0.3927468986
chr3	159619364	652069358	160193860	574496	1257	0.405358078458
chr3	160193860	652643854	160759117	565257	1257	0.383966259655
chr3	160759117	653209111	161360068	600951	1257	0.379832332699
chr3	161360068	653810062	161960089	600021	1257	0.359305158811
chr3	161960089	654410083	162594437	634348	1257	0.352069602064
chr3	162594437	655044431	163225832	631395	1257	0.34275003326
chr3	163225832	655675826	163843156	617324	1257	0.34838375248
chr3	163843156	656293150	164459494	616338	1257	0.348806419844
chr3	164459494	656909488	165069204	609710	1257	0.340029948615
chr3	165069204	657519198	165673632	604428	1257	0.35137129423
chr3	165673632	658123626	166288535	614903	1257	0.344619647945
chr3	166288535	658738529	166881617	593082	1257	0.354570945382
chr3	166881617	659331611	167504109	622492	1257	0.365510937472
chr3	167504109	659954103	168127788	623679	1257	0.36924223961
chr3	168127788	660577782	168753310	625522	1257	0.358914060714
chr3	168753310	661203304	169315692	562382	1257	0.370434383685
chr3	169315692	661765686	169874021	558329	1257	0.401083588559
chr3	169874021	662324015	170426361	552340	1257	0.417269404227
chr3	170426361	662876355	170993087	566726	1257	0.394973241084
chr3	170993087	663443081	171550102	557015	1257	0.395545190802
chr3	171550102	664000096	172122475	572373	1257	0.397413229811
chr3	172122475	664572469	172706630	584155	1257	0.393850272872
chr3	172706630	665156624	173312625	605995	1257	0.363919893861
chr3	173312625	665762619	173920077	607452	1257	0.351903768687
chr3	173920077	666370071	174517878	597801	1257	0.358988427606
chr3	174517878	666967872	175094408	576530	1257	0.352572541633
chr3	175094408	667544402	175695204	600796	1257	0.354302701245
chr3	175695204	668145198	176311221	616017	1257	0.357273651095
chr3	176311221	668761215	176882501	571280	1257	0.382359994469
chr3	176882501	669332495	177464256	581755	1257	0.416188230117
chr3	177464256	669914250	178044286	580030	1257	0.369566454207
chr3	178044286	670494280	178606481	562195	1257	0.378334246419
chr3	178606481	671056475	179208533	602052	1257	0.390605146059
chr3	179208533	671658527	179764915	556382	1257	0.401291915821
chr3	179764915	672214909	180369038	604123	1257	0.373231323371
chr3	180369038	672819032	180971707	602669	1257	0.378314832329
chr3	180971707	673421701	181558642	586935	1257	0.379126514646
chr3	181558642	674008636	182112129	553487	1257	0.38793614315
chr3	182112129	674562123	182705576	593447	1257	0.382712554428
chr3	182705576	675155570	183258030	552454	1257	0.429135404694
chr3	183258030	675708024	183819873	561843	1257	0.442218836545
chr3	183819873	676269867	184382627	562754	1257	0.497825874492
chr3	184382627	676832621	184964256	581629	1257	0.418185100493
chr3	184964256	677414250	185526460	562204	1257	0.42032176875
chr3	185526460	677976454	186068642	542182	1257	0.434613405437
chr3	186068642	678518636	186622534	553892	1257	0.433285851238
chr3	186622534	679072528	187179905	557371	1257	0.425753356825
chr3	187179905	679629899	187751778	571873	1257	0.412917880512
chr3	187751778	680201772	188304234	552456	1256	0.404049545938
chr3	188304234	680754228	188866706	562472	1256	0.389944050648
chr3	188866706	681316700	189467085	600379	1256	0.37757919984
chr3	189467085	681917079	190051676	584591	1256	0.380783520815
chr3	190051676	682501670	190632819	581143	1256	0.368234034938
chr3	190632819	683082813	191229889	597070	1256	0.37174138419
chr3	191229889	683679883	191849811	619922	1256	0.365740583911
chr3	191849811	684299805	192422083	572272	1256	0.373910703458
chr3	192422083	684872077	193001643	579560	1256	0.397074682389
chr3	193001643	685451637	193566108	564465	1256	0.402872803676
chr3	193566108	686016102	194144851	578743	1256	0.465570037004
chr3	194144851	686594845	194704709	559858	1256	0.454144704292
chr3	194704709	687154703	195317656	612947	1256	0.445716439241
chr3	195317656	687767650	196020235	702579	1256	0.493925246947
chr3	196020235	688470229	196590004	569769	1256	0.441551854257
chr3	196590004	689039998	197200943	610939	1256	0.424516319115
chr3	197200943	689650937	198022430	821487	1256	0.444682575014
chr4	0	690472424	628540	628540	1258	0.42873471605
chr4	628540	691100964	1249289	620749	1258	0.555592428514
chr4	1249289	691721713	1902063	652774	1258	0.559727093885
chr4	1902063	692374487	2453272	551209	1258	0.496224669364
chr4	2453272	692925696	3018291	565019	1258	0.483361650915
chr4	3018291	693490715	3603250	584959	1258	0.507942423414
chr4	3603250	694075674	4310948	707698	1258	0.498346048249
chr4	4310948	694783372	4833875	522927	1258	0.456188997338
chr4	4833875	695306299	5394661	560786	1258	0.436033645573
chr4	5394661	695867085	5935308	540647	1258	0.463329190157
chr4	5935308	696407732	6461015	525707	1257	0.508017758908
chr4	6461015	696933439	7017213	556198	1257	0.487825400621
chr4	7017213	697489637	7553195	535982	1257	0.530615709827
chr4	7553195	698025619	8078829	525634	1257	0.507007714479
chr4	8078829	698551253	8613798	534969	1257	0.532370039441
chr4	8613798	699086222	9626517	1012719	1257	0.47904251261
chr4	9626517	700098941	10183761	557244	1257	0.466968748037
chr4	10183761	700656185	10688749	504988	1257	0.423894381858
chr4	10688749	701161173	11251943	563194	1257	0.395807846305
chr4	11251943	701724367	11817581	565638	1257	0.393729923149
chr4	11817581	702290005	12408702	591121	1257	0.366988540437
chr4	12408702	702881126	12963428	554726	1257	0.377309920015
chr4	12963428	703435852	13502857	539429	1257	0.390083977532
chr4	13502857	703975281	14075677	572820	1257	0.404622037251
chr4	14075677	704548101	14611752	536075	1257	0.382805796193
chr4	14611752	705084176	15192410	580658	1257	0.391935714421
chr4	15192410	705664834	15737287	544877	1257	0.399408674969
chr4	15737287	706209711	16289279	551992	1257	0.418318710563
chr4	16289279	706761703	16831171	541892	1257	0.403081420133
chr4	16831171	707303595	17355823	524652	1257	0.402881523598
chr4	17355823	707828247	17922446	566623	1257	0.418137953917
chr4	17922446	708394870	18485448	563002	1257	0.378642742579
chr4	18485448	708957872	19037055	551607	1257	0.37106242114
chr4	19037055	709509479	19599287	562232	1257	0.360909089292
chr4	19599287	710071711	20189953	590666	1257	0.3668395221
chr4	20189953	710662377	20761194	571241	1257	0.36885418089
chr4	20761194	711233618	21330782	569588	1257	0.379919556031
chr4	21330782	711803206	21897049	566267	1257	0.372885276936
chr4	21897049	712369473	22453875	556826	1257	0.381272819026
chr4	22453875	712926299	23025846	571971	1257	0.387814438469
chr4	23025846	713498270	23576501	550655	1257	0.367261956648
chr4	23576501	714048925	24139580	563079	1257	0.388257441216
chr4	24139580	714612004	24707129	567549	1257	0.412997973747
chr4	24707129	715179553	25239688	532559	1257	0.426239296981
chr4	25239688	715712112	25763773	524085	1257	0.432041687815
chr4	25763773	716236197	26305914	542141	1257	0.437807806811
chr4	26305914	716778338	26907754	601840	1257	0.393703652626
chr4	26907754	717380178	27501657	593903	1257	0.390091664646
chr4	27501657	717974081	28093367	591710	1257	0.354845524251
chr4	28093367	718565791	28662900	569533	1257	0.356149062216
chr4	28662900	719135324	29255299	592399	1257	0.349088453747
chr4	29255299	719727723	29853702	598403	1257	0.343588946598
chr4	29853702	720326126	30432900	579198	1257	0.347818280073
chr4	30432900	720905324	31021402	588502	1257	0.356927662221
chr4	31021402	721493826	31582973	561571	1257	0.355639170044
chr4	31582973	722055397	32185126	602153	1257	0.348709306177
chr4	32185126	722657550	32787817	602691	1257	0.34462544716
chr4	32787817	723260241	33369045	581228	1257	0.347783230679
chr4	33369045	723841469	33958877	589832	1257	0.34755261235
chr4	33958877	724431301	34546811	587934	1257	0.344995620264
chr4	34546811	725019235	35154679	607868	1257	0.342822219919
chr4	35154679	725627103	35748902	594223	1257	0.346204461617
chr4	35748902	726221326	36347516	598614	1257	0.359339475289
chr4	36347516	726819940	36946045	598529	1257	0.366755216948
chr4	36946045	727418469	37488413	542368	1257	0.381965045937
chr4	37488413	727960837	38060334	571921	1257	0.419438315015
chr4	38060334	728532758	38592051	531717	1257	0.421401946144
chr4	38592051	729064475	39169663	577612	1257	0.409189197612
chr4	39169663	729642087	39722280	552617	1257	0.411995266169
chr4	39722280	730194704	40251926	529646	1257	0.421082343523
chr4	40251926	730724350	40785052	533126	1257	0.432513753059
chr4	40785052	731257476	41341852	556800	1257	0.420552405617
chr4	41341852	731814276	41872531	530679	1257	0.40603942112
chr4	41872531	732344955	42440334	567803	1257	0.409282076209
chr4	42440334	732912758	43012076	571742	1257	0.378414777269
chr4	43012076	733484500	43618083	606007	1257	0.358983709786
chr4	43618083	734090507	44246212	628129	1257	0.358427395603
chr4	44246212	734718636	44833278	587066	1257	0.360558505247
chr4	44833278	735305702	45419145	585867	1257	0.354069517366
chr4	45419145	735891569	45997111	577966	1257	0.353674171709
chr4	45997111	736469535	46588348	591237	1257	0.353226619399
chr4	46588348	737060772	47175502	587154	1257	0.363283971013
chr4	47175502	737647926	47736758	561256	1257	0.376777483399
chr4	47736758	738209182	48325894	589136	1257	0.389895728837
chr4	48325894	738798318	48904076	578182	1257	0.383236795271
chr4	48904076	739376500	52954066	4049990	1257	0.418706409286
chr4	52954066	743426490	53530567	576501	1257	0.402623061152
chr4	53530567	744002991	54076198	545631	1257	0.407301991086
chr4	54076198	744548622	54646614	570416	1257	0.39926404718
chr4	54646614	745119038	55234690	588076	1257	0.417691900891
chr4	55234690	745707114	55798925	564235	1257	0.4074979264
chr4	55798925	746271349	56362174	563249	1257	0.397693741678
chr4	56362174	746834598	56926412	564238	1257	0.386807718006
chr4	56926412	747398836	57509526	583114	1257	0.406329797724
chr4	57509526	747981950	58028833	519307	1257	0.43400063161
chr4	58028833	748501257	58607434	578601	1257	0.395505027636
chr4	58607434	749079858	59223267	615833	1257	0.360631274012
chr4	59223267	749695691	59895175	671908	1257	0.348255130574
chr4	59895175	750367599	60529646	634471	1257	0.349783757203
chr4	60529646	751002070	61148985	619339	1257	0.343656150095
chr4	61148985	751621409	61736641	587656	1257	0.35260194297
chr4	61736641	752209065	62329043	592402	1257	0.354135613763
chr4	62329043	752801467	62959190	630147	1257	0.352683813961
chr4	62959190	753431614	63572545	613355	1257	0.357911229368
chr4	63572545	754044969	64236624	664079	1257	0.348677870136
chr4	64236624	754709048	64853343	616719	1257	0.337861590349
chr4	64853343	755325767	65484380	631037	1257	0.345107584646
chr4	65484380	755956804	66093344	608964	1257	0.350829686435
chr4	66093344	756565768	66717124	623780	1257	0.342453521348
chr4	66717124	757189548	67324983	607859	1257	0.345956305728
chr4	67324983	757797407	67906950	581967	1257	0.355096843813
chr4	67906950	758379374	68535851	628901	1257	0.374573462956
chr4	68535851	759008275	69117636	581785	1257	0.368358812347
chr4	69117636	759590060	69738383	620747	1257	0.370486896454
chr4	69738383	760210807	70374732	636349	1257	0.352659699851
chr4	70374732	760847156	70993322	618590	1257	0.354162928332
chr4	70993322	761465746	71596912	603590	1257	0.369952500948
chr4	71596912	762069336	72175431	578519	1257	0.399937772246
chr4	72175431	762647855	72778757	603326	1257	0.370107752512
chr4	72778757	763251181	73372231	593474	1257	0.361105354059
chr4	73372231	763844655	73955345	583114	1257	0.380698490006
chr4	73955345	764427769	74573738	618393	1257	0.373000061449
chr4	74573738	765046162	75161593	587855	1257	0.371213358373
chr4	75161593	765634017	75842903	681310	1257	0.374381294646
chr4	75842903	766315327	76430257	587354	1257	0.393441785632
chr4	76430257	766902681	76974084	543827	1257	0.407500165494
chr4	76974084	767446508	77532496	558412	1257	0.402350948133
chr4	77532496	768004920	78095245	562749	1257	0.412417592181
chr4	78095245	768567669	78642863	547618	1257	0.418225079846
chr4	78642863	769115287	79250169	607306	1257	0.386641352726
chr4	79250169	769722593	79817653	567484	1257	0.391300210578
chr4	79817653	770290077	80409471	591818	1257	0.365143734824
chr4	80409471	770881895	81050313	640842	1257	0.357827112101
chr4	81050313	771522737	81679936	629623	1257	0.368932886929
chr4	81679936	772152360	82264668	584732	1257	0.366721221481
chr4	82264668	772737092	82820305	555637	1257	0.391846849927
chr4	82820305	773292729	83407608	587303	1257	0.400906515195
chr4	83407608	773880032	83949139	541531	1257	0.414989326577
chr4	83949139	774421563	84515121	565982	1257	0.413941761502
chr4	84515121	774987545	85095717	580596	1257	0.378832477605
chr4	85095717	775568141	85676059	580342	1257	0.388596054402
chr4	85676059	776148483	86216995	540936	1257	0.370481220549
chr4	86216995	776689419	86792847	575852	1257	0.370516433882
chr4	86792847	777265271	87403093	610246	1257	0.370297600808
chr4	87403093	777875517	88000419	597326	1257	0.390794322038
chr4	88000419	778472843	88580803	580384	1257	0.393380256209
chr4	88580803	779053227	89166840	586037	1257	0.398585074688
chr4	89166840	779639264	89741360	574520	1257	0.397550307125
chr4	89741360	780213784	90320222	578862	1257	0.383752286811
chr4	90320222	780792646	90934194	613972	1257	0.365073056959
chr4	90934194	781406618	91535351	601157	1257	0.355518848622
chr4	91535351	782007775	92177860	642509	1257	0.351588302128
chr4	92177860	782650284	92769952	592092	1257	0.351292786775
chr4	92769952	783242376	93361617	591665	1257	0.355726034621
chr4	93361617	783834041	93967328	605711	1257	0.341277702935
